mode,method_name,budget_mode,compression_mode,query_id,docs_used,prompt_tokens,completion_tokens,total_tokens,token_source,generation_time_ms,answer_f1,answer_coverage,semantic_similarity,ndcg_at_10,mrr_at_10,selected_doc_ids,answer,fallback_used,fallback_reason,first_pass_tokens,fallback_tokens
heuristic_rules_full,Heuristic Rules,heuristic_rules,full,bioasq_599,7,2576,80,2656,provider,7262,0.151515,0.294118,0.620777,0.800694,1.0,"[""bioasq_9110682"", ""bioasq_20495471"", ""bioasq_19921981"", ""bioasq_23440506"", ""bioasq_19636526"", ""bioasq_19257836"", ""bioasq_19284180""]","The documents suggest that cranberry juice may help combat urinary tract infections (UTIs) due to its ability to inhibit the adhesion of certain bacteria, particularly Escherichia coli, to uroepithelial cells. This is believed to be a result of proanthocyanidins, an active ingredient found in cranberries, which can",False,,0,0
adaptive_k_full,Adaptive-k,adaptive_k,full,bioasq_599,1,183,65,248,provider,5820,0.058824,0.117647,0.548077,0.220092,1.0,"[""bioasq_9110682""]","The documents suggest that cranberry juice may help combat urinary tract infections because it affects urinary pH, but they do not provide a specific reason why this is the case. The evidence is insufficient to determine the exact mechanism by which cranberry juice prevents or combats urinary tract infections.",False,,0,0
answer_aware_fallback,Safe Adaptive Context,answer_aware_fallback,compact_then_full_fallback,bioasq_599,3,666,70,736,provider,11584,0.109589,0.235294,0.518213,0.469,1.0,"[""bioasq_9110682"", ""bioasq_20495471"", ""bioasq_19921981""]","The documents suggest that cranberry juice may be useful in preventing urinary tract infections. This is based on most research indicating its potential role (Document 1) and decades of traditional use for this purpose (Document 2). However, the exact mechanism by which it helps combat UTIs is not explicitly stated in the provided documents.",False,,736,0
coverage_guided_ultra,Coverage-Guided Ultra,coverage_guided_ultra,coverage_guided_ultra,bioasq_599,2,220,80,300,provider,8375,0.102564,0.235294,0.533094,0.358954,1.0,"[""bioasq_9110682"", ""bioasq_23440506""]","The provided documents suggest that most research indicates that ingestion of cranberry juice may be useful in preventing urinary tract infections (UTIs). However, the specific mechanism by which cranberry juice helps combat UTIs is not explicitly stated in the given documents. Therefore, the evidence is insufficient to provide a definitive answer as to why cranberry juice helps combat urinary",False,,300,0
task_aware_coverage_ultra,TACER,task_aware_coverage_ultra,task_aware_ultra,bioasq_599,2,220,80,300,provider,7136,0.102564,0.235294,0.533094,0.358954,1.0,"[""bioasq_9110682"", ""bioasq_23440506""]","The provided documents suggest that most research indicates that ingestion of cranberry juice may be useful in preventing urinary tract infections (UTIs). However, the specific mechanism by which cranberry juice helps combat UTIs is not explicitly stated in the given documents. Therefore, the evidence is insufficient to provide a definitive answer as to why cranberry juice helps combat urinary",False,ultra_route:focused_or_concentrated,300,0
no_retrieval_full,No Retrieval,no_retrieval,full,bioasq_959,0,84,40,124,provider,4036,0.103704,0.060241,0.534105,0.0,0.0,[],"The provided documents do not contain specific information about the most common methods for detecting circulating tumor DNA (ctDNA). Therefore, the evidence is insufficient to answer this question accurately.",False,,0,0
fixed_3_full,Fixed Small Context,fixed_3,full,bioasq_959,3,1212,80,1292,provider,17235,0.206452,0.144578,0.58368,0.722727,1.0,"[""bioasq_26539452"", ""bioasq_25220802"", ""bioasq_25489581""]","Based on the provided documents, the most common methods for ctDNA (circulating tumor DNA) detection mentioned are:

1. Methods that focus on genetic mutations, as discussed in Document 2 where a strategy for ultrasensitive detection of tumor-specific mutations is presented.

2. Methods that detect epigenetic alterations, such as",False,,0,0
fixed_5_full,Fixed Medium Context,fixed_5,full,bioasq_959,5,1848,80,1928,provider,12729,0.236842,0.168675,0.594286,0.868795,1.0,"[""bioasq_26539452"", ""bioasq_25220802"", ""bioasq_25489581"", ""bioasq_20970979"", ""bioasq_22882019""]","The documents provide information about methods for ctDNA detection, but they primarily focus on specific methods such as localized surface plasmon resonance (LSPR) and gold nanoparticles (AuNPs) in Document 2, a nickel(II) phenanthroline complex in Document 4, and a mathematical model for glioblastomas that doesn'",False,,0,0
fixed_7_full,Fixed Large Context,fixed_7,full,bioasq_959,7,2994,80,3074,provider,17957,0.228188,0.192771,0.788799,0.868795,1.0,"[""bioasq_26539452"", ""bioasq_25220802"", ""bioasq_25489581"", ""bioasq_20970979"", ""bioasq_22882019"", ""bioasq_20005186"", ""bioasq_21493184""]","The documents provide information about various methods for ctDNA (circulating tumor DNA) detection, including nanoplasmonics (Document 2), a nickel(II) phenanthroline complex sensor (Document 4), and potential biomarkers discovered through gel-based proteomics and mass spectrometry (Document 6). However, there is no clear",False,,0,0
fixed_10_full,Fixed Full Context,fixed_10,full,bioasq_959,10,4096,80,4176,provider,45559,0.131579,0.108434,0.268768,0.868795,1.0,"[""bioasq_26539452"", ""bioasq_25220802"", ""bioasq_25489581"", ""bioasq_20970979"", ""bioasq_22882019"", ""bioasq_20005186"", ""bioasq_21493184"", ""bioasq_22553304"", ""bioasq_20411115"", ""bioasq_29499588""]","The provided texts discuss various topics related to medical research, diagnostics, and therapeutics. Here's a summary of some key points:

1. Tetrodotoxin (TTX) detection using Fluidic Force Discrimination (FFD) assays for food safety purposes.
2. New therapeutic proteins that trap members of the transforming growth",False,,0,0
heuristic_rules_full,Heuristic Rules,heuristic_rules,full,bioasq_959,3,1212,80,1292,provider,17815,0.206452,0.144578,0.58368,0.722727,1.0,"[""bioasq_26539452"", ""bioasq_25220802"", ""bioasq_25489581""]","Based on the provided documents, the most common methods for ctDNA (circulating tumor DNA) detection mentioned are:

1. Methods that focus on genetic mutations, as discussed in Document 2 where a strategy for ultrasensitive detection of tumor-specific mutations is presented.

2. Methods that detect epigenetic alterations, such as",False,,0,0
adaptive_k_full,Adaptive-k,adaptive_k,full,bioasq_959,3,1212,80,1292,provider,7131,0.206452,0.144578,0.58368,0.722727,1.0,"[""bioasq_26539452"", ""bioasq_25220802"", ""bioasq_25489581""]","Based on the provided documents, the most common methods for ctDNA (circulating tumor DNA) detection mentioned are:

1. Methods that focus on genetic mutations, as discussed in Document 2 where a strategy for ultrasensitive detection of tumor-specific mutations is presented.

2. Methods that detect epigenetic alterations, such as",False,,0,0
answer_aware_fallback,Safe Adaptive Context,answer_aware_fallback,compact_then_full_fallback,bioasq_959,3,1103,80,1183,provider,16229,0.156863,0.096386,0.55878,0.722727,1.0,"[""bioasq_26539452"", ""bioasq_25220802"", ""bioasq_25489581""]","The documents provide information about methods for ctDNA (circulating tumor DNA) detection, specifically mentioning DNA mutations, epigenetic alterations, and a strategy using localized surface plasmon resonance (LSPR) and peptide nucleic acids (PNA). However, the documents do not explicitly state that these are the most common methods. The",False,,1183,0
coverage_guided_ultra,Coverage-Guided Ultra,coverage_guided_ultra,coverage_guided_ultra,bioasq_959,3,1124,80,1204,provider,16174,0.136054,0.084337,0.605873,0.722727,1.0,"[""bioasq_26539452"", ""bioasq_25220802"", ""bioasq_25489581""]","The documents provide information about methods for ctDNA (circulating tumor DNA) detection, specifically mentioning DNA mutations, nanoplasmonics, peptide nucleic acids (PNA), localized surface plasmon resonance (LSPR), and immunogold colloids. However, the documents do not explicitly state that these are the most",False,,1204,0
task_aware_coverage_ultra,TACER,task_aware_coverage_ultra,task_aware_ultra,bioasq_959,3,1124,80,1204,provider,6907,0.136054,0.084337,0.605873,0.722727,1.0,"[""bioasq_26539452"", ""bioasq_25220802"", ""bioasq_25489581""]","The documents provide information about methods for ctDNA (circulating tumor DNA) detection, specifically mentioning DNA mutations, nanoplasmonics, peptide nucleic acids (PNA), localized surface plasmon resonance (LSPR), and immunogold colloids. However, the documents do not explicitly state that these are the most",False,ultra_route:focused_or_concentrated,1204,0
no_retrieval_full,No Retrieval,no_retrieval,full,bioasq_2290,0,79,38,117,provider,3472,0.097826,0.076923,0.388508,0.0,0.0,[],"The provided documents do not contain any information about the definition of Cryptic Unstable Transcripts (CUTs). Therefore, the evidence is insufficient to provide an answer.",False,,0,0
fixed_3_full,Fixed Small Context,fixed_3,full,bioasq_2290,3,1311,80,1391,provider,17953,0.245098,0.230769,0.673695,0.469,1.0,"[""bioasq_19169244"", ""bioasq_19169243"", ""bioasq_18022358""]",Cryptic unstable transcripts (CUTs) are defined as a principal class of RNA polymerase II transcripts in Saccharomyces cerevisiae that are targeted for degradation immediately after synthesis by the action of the Nrd1-exosome-TRAMP complexes. They originate from extremely widespread and well-defined transcription units,False,,0,0
fixed_5_full,Fixed Medium Context,fixed_5,full,bioasq_2290,5,1977,80,2057,provider,13155,0.230769,0.208791,0.696098,0.648932,1.0,"[""bioasq_19169244"", ""bioasq_19169243"", ""bioasq_18022358"", ""bioasq_21826286"", ""bioasq_18660821""]","The documents provide information about Cryptic Unstable Transcripts (CUTs), defining them as short, RNA polymerase II transcripts that are rapidly degraded by the nuclear RNA exosome in yeast. They originate from extremely widespread and well-defined transcription units and do not result from unspecific transcriptional noise. CUTs predominantly arise",False,,0,0
fixed_7_full,Fixed Large Context,fixed_7,full,bioasq_2290,7,2748,80,2828,provider,14739,0.227723,0.197802,0.677752,0.800694,1.0,"[""bioasq_19169244"", ""bioasq_19169243"", ""bioasq_18022358"", ""bioasq_21826286"", ""bioasq_18660821"", ""bioasq_19096707"", ""bioasq_22567365""]","The documents provide definitions for cryptic unstable transcripts (CUTs) as short, rapidly degraded RNA polymerase II transcripts that are widespread in eukaryotes, particularly in Saccharomyces cerevisiae. They are targeted for degradation immediately after synthesis by the action of the Nrd1-exosome-TRAMP complexes",False,,0,0
fixed_10_full,Fixed Full Context,fixed_10,full,bioasq_2290,10,4096,80,4176,provider,45569,0.289855,0.252747,0.748206,1.0,1.0,"[""bioasq_19169244"", ""bioasq_19169243"", ""bioasq_18022358"", ""bioasq_21826286"", ""bioasq_18660821"", ""bioasq_19096707"", ""bioasq_22567365"", ""bioasq_27492286"", ""bioasq_25680078"", ""bioasq_16973436""]","The text you provided discusses cryptic unstable transcripts (CUTs) in yeast, which are short RNA polymerase II transcripts that map to intergenic and antisense regions or overlap with canonical genes. Most CUTs are subject to termination by the Nrd1-dependent pathway and rapid degradation by the nuclear exosome",False,,0,0
heuristic_rules_full,Heuristic Rules,heuristic_rules,full,bioasq_2290,5,1977,80,2057,provider,24917,0.230769,0.208791,0.696098,0.648932,1.0,"[""bioasq_19169244"", ""bioasq_19169243"", ""bioasq_18022358"", ""bioasq_21826286"", ""bioasq_18660821""]","The documents provide information about Cryptic Unstable Transcripts (CUTs), defining them as short, RNA polymerase II transcripts that are rapidly degraded by the nuclear RNA exosome in yeast. They originate from extremely widespread and well-defined transcription units and do not result from unspecific transcriptional noise. CUTs predominantly arise",False,,0,0
adaptive_k_full,Adaptive-k,adaptive_k,full,bioasq_2290,1,629,80,709,provider,7164,0.257426,0.208791,0.679804,0.220092,1.0,"[""bioasq_19169244""]",Cryptic unstable transcripts (CUTs) are defined as a principal class of RNA polymerase II transcripts in Saccharomyces cerevisiae that are targeted for degradation immediately after synthesis by the action of the Nrd1-exosome-TRAMP complexes. The genome-wide distribution and prevalence of CUTs,False,,0,0
answer_aware_fallback,Safe Adaptive Context,answer_aware_fallback,compact_then_full_fallback,bioasq_2290,3,866,80,946,provider,14133,0.263415,0.21978,0.67328,0.469,1.0,"[""bioasq_19169244"", ""bioasq_19169243"", ""bioasq_18022358""]",Cryptic unstable transcripts (CUTs) are defined as a principal class of RNA polymerase II transcripts in Saccharomyces cerevisiae that are targeted for degradation immediately after synthesis by the action of the Nrd1-exosome-TRAMP complexes. The evidence suggests that CUTs derive from extremely widespread and well,False,,946,0
coverage_guided_ultra,Coverage-Guided Ultra,coverage_guided_ultra,coverage_guided_ultra,bioasq_2290,2,537,78,615,provider,10727,0.227723,0.197802,0.670993,0.358954,1.0,"[""bioasq_19169244"", ""bioasq_16973436""]",Cryptic unstable transcripts (CUTs) are defined as a principal class of RNA polymerase II transcripts in Saccharomyces cerevisiae that are targeted for degradation immediately after synthesis by the action of the Nrd1-exosome-TRAMP complexes. The evidence is sufficient based on Document 1.,False,,615,0
task_aware_coverage_ultra,TACER,task_aware_coverage_ultra,task_aware_ultra,bioasq_2290,2,537,78,615,provider,6845,0.227723,0.197802,0.670993,0.358954,1.0,"[""bioasq_19169244"", ""bioasq_16973436""]",Cryptic unstable transcripts (CUTs) are defined as a principal class of RNA polymerase II transcripts in Saccharomyces cerevisiae that are targeted for degradation immediately after synthesis by the action of the Nrd1-exosome-TRAMP complexes. The evidence is sufficient based on Document 1.,False,ultra_route:focused_or_concentrated,615,0
no_retrieval_full,No Retrieval,no_retrieval,full,bioasq_3437,0,72,32,104,provider,3012,0.145455,0.115385,0.679656,0.0,0.0,[],"The provided documents do not contain information about specific inhalable insulin products. Therefore, I cannot provide a definitive answer based on the given documents.",False,,0,0
